record_id,pdf_page_start,pdf_page_end,row_type,book,chapter_start,verse_start,chapter_end,verse_end,verse_reference,assignment_source,section,chapter,text
11759,1168,1168,paragraph,Zechariah,8,9,8,15,Zechariah 8:9-15,explicit_scope,,,"8:9-15. The Promise of Prosperity. For God to restore Judah, giving them a place in the city again, the people needed to give Him a place again by rebuilding the temple. The Lord had refused to listen to those who did not listen to Him. But now He would bring Judah back to dwell in Jerusalem, and they would provide a temple for Him to dwell in among with them. The repeated exhortation to ""let your hands be strong"" (8:9, 13) parallels the instructions Haggai gave to Zerubbabel and Joshua, leaders of the postexilic community (cf. Hag. 2:4-5). The words of the prophets seem to refer to the preaching of Haggai, the only other prophet around this time (Zech. 8:9)."
11760,1168,1168,paragraph,Zechariah,8,9,8,15,Zechariah 8:9-15,carried_scope,,,"The people had previously neglected the work of rebuilding the temple. As a result, poverty, harassment, and conflict characterized the nation (v. 10; Hag. 1:3-9). Both Zechariah 7:14 and 8:10 mention God punishing His people by means of human choices and actions. Through free choice and providence, He both allowed and arranged circumstances under which He knew the nations would ravage Judah and turn against their neighbors. But now God promised to reverse Judah's desperate situation, including changes in both the natural and the social worlds. God would make the land fertile and send rain to the fields (see Deut. 7:13; 28:4; Hag. 2:18). He promised to restore both Judah and Israel, all twelve tribes (Zech. 8:13; cf. 10:6-7; Jer. 50:17-20). In return, He required Judah to both rebuild the temple and reestablish socio-economic justice (Zech.8:16-17)."
11761,1168,1168,paragraph,Zechariah,8,18,8,23,Zechariah 8:18-23,explicit_scope,,,"8:18-23. The Response to the Inquiry. Until this point, Zechariah had given no answer to the question about fasting. But Judah's response to the Lord's appeals would elicit a natural change in their fasting. Just as true worship and justice would replace the preexilic sins, so festivals would replace fasting. The fast on the seventeenth day of the fourth month (Tammuz) commemorated the breaching of Jerusalem's defensive wall during the last siege (2 Kin. 25:3-4). The fast on the ninth day of the fifth month (Ab) commemorated the destruction of the temple (2 Kin. 25:8-9). The fast on the third day of the seventh month (Tishri) commemorated the assassination of Gedaliah (2 Kin. 25:22-26), and the fast on the tenth day of the tenth month (Tevet) commemorated the beginning of the final siege of Jerusalem (2 Kin. 25:1). But they would all become festival days."
11762,1168,1168,paragraph,Zechariah,8,18,8,23,Zechariah 8:18-23,carried_scope,,,"The rebuilding of the temple would reverse the improper worship so common before the Exile, and justice would replace preexilic injustices. So the return of the exiles would also reverse the scattering of Judah. People from other nations would seek to join them in worshiping the Lord (cf. Is. 60:3-22). Zechariah had earlier announced God's judgment against the nations (Zech. 1:15,21; 2:8-9), but now he foretells their attachment to His people (8:22-23; cf. 2:11). Zechariah predicted this future ingathering of foreign nations would join the ingathering of Judah that was already happening (8:9, 15)."
11763,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,explicit_scope,,,9:1-14:21
11764,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,COMING JUDGMENT
11765,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,AND DELIVERANCE
11766,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,"Zechariah 9 begins the last major section of the book. It contains two prophetic sermons (9:1-11:17; 12:1-14:21) that form a continuous, integrated message arranged as a chiasm:"
11767,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,"A God's Acts in History, Giving Victory to"
11768,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,Zion (9:1-17)
11769,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,B God's People Restored (10:1-11:3)
11770,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,C Leaders Appointed (11 :4-17)
11771,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,B' God's People Reformed (12:1-13:9)
11772,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,A' God's Acts to Culminate History on the
11773,1168,1168,paragraph,Zechariah,9,1,14,21,Zechariah 9:1-14:21,carried_scope,,,Day of the Lord (14:1-21)
11774,1168,1168,paragraph,Zechariah,9,1,11,17,Zechariah 9:1-11:17,explicit_scope,,,9:1-11:17 The First Prophetic Sermon
11775,1168,1168,paragraph,Zechariah,9,1,11,17,Zechariah 9:1-11:17,carried_scope,,,"Both prophetic sermons are called massa' of the word of the Lord. The prophets used the Hebrew word massa'(9:1; 12:1) two dozen times to refer to an oracle from God, but it does not occur in the earlier sections of Zechariah. This final section of the book appears less systematic than the earlier parts, leading some commentators to suppose that it comes from a different writer. But the hypothesis is unnecessary since we do not know how long Zechariah remained active as a prophet. He possibly wrote various parts of the book at widely separated times, resulting in differences of topic and style."
11776,1168,1169,paragraph,Zechariah,9,1,9,8,Zechariah 9:1-8,explicit_scope,,,"9:1-8. The Punishment of the Coastal Peoples. The first part of Zechariah 9 announces the Lord's judgment regarding Judah's neighbors. The cities mentioned were north of Judah, either in Syria (Damascus and Hadrach) or near the Syrian border (Hamath). Zechariah does not describe any particular sins of these Syrian cities or specify any particular punishments. Some translate the Hebrew preposition be, used in v. 1 before the land of Hadrach and possibly implied before Hamath in v. 2, as ""against."" However, it is unclear whether this prophecy condemned or commended. Either way, the eyes of all people (including the tribes of Israel) had turned to the Lord (vv. 1-2)."
11777,1169,1169,paragraph,Zechariah,9,1,9,8,Zechariah 9:1-8,carried_scope,,,"'lYre and Sidon, both located north of Jerusalem, were the principal surviving Phoenician cities. Several prophets pronounced oracles against these cities (see Is. 23:1-18; Ezek. 26-28; Joel 3:4-5; Amos 1:9-10). The word matsor (""tower,"" ""stronghold,"" ""fortress"") in Zechariah 9:3 refers to fortified defensive constructions built in the time of King Hiram. The people of 'lYre took great pride in these defenses, and God's judgment came against them precisely because of this pride (Is. 23:8-9)."
11778,1169,1169,paragraph,Zechariah,9,1,9,8,Zechariah 9:1-8,carried_scope,,,"Ashkelon, Gaza, Ekron, and Ashdod were four of the five cities of the Philistine confederacy located southwest of Jerusalem along the Mediterranean coast (the text omits Gath; see Jer. 47: 1-7; Amos 1:6-8; Zeph. 2:4-7). Zechariah foresaw these cities becoming dependencies of Judah, without a king and inhabited by a mixed population (Zech. 9:5-6). Ironically, around this time Judah itself had no king, depended on the Persian Empire, and struggled with problems of ethnic and religious diversity. Despite the antagonism between Judah and Philistia, Zechariah predicted the conversion of a remnant of the Philistines, who would integrate into the covenant community, each becoming an 'allup (""leader,"" ""chief,"" ""clan"") in Judah (v. 7). The comparison of Ekron with a Jebusite recalls David's conquest of Jerusalem when the Jebusites were not destroyed but integrated into David's kingdom."
11779,1169,1169,paragraph,Zechariah,9,9,9,17,Zechariah 9:9-17,explicit_scope,,,"9:9-17. The Triumph of Zion. In contrast to the Philistine's lost king, Judah's king would come (v. 9), initiate an era of peace (v. lOa), and reign over a vast realm. No one between Zechariah and Jesus even remotely resembles the career of this coming King. Zechariah certainly did not expect Zerubbabel to exercise worldwide dominion (v. 10). He expected the coming Messiah. Jesus Christ, a descendant of Zerubbabel (Matt. 1:12-13; Luke 3:27), fulfilled the general terms of this prophecy. Jesus's triumphal entry into Jerusalem fulfilled the prophecy that Judah's King would come riding on a donkey (Matt. 21:1-7; John 12:12-15). Although the military commonly used horses, both judges and kings rode donkeys and mules (see Judg. 10:4; 1 Kin. 1:33). Though ""lowly"" (Zech. 9:9), this King would exercise global authority with justice and power, and He and His people would promote peace (v. 10; d. Is. 9:6-7; Matt. 5:9; Eph. 2:13-17; Heb. 12:14). The expressions bat tsiyyon and bat yerushalam, literally ""daughter [of] Zion"" and ""daughter [of] Jerusalem,"" are personifications or poetic terms for the city and/or its inhabitants."
11780,1169,1169,paragraph,Zechariah,9,9,9,17,Zechariah 9:9-17,carried_scope,,,"In another postexilic reversal of fortune, the prisoners would return from their places of captivity. The waterless pit (Zech. 9:11) may metaphorically refer to the arid climate of Mesopotamia. Captives hoping for God's deliverance (lit. ""prisoners of hope""; Le., ""hopeful prisoners"") would return to the stronghold/ fortress, presumably Jerusalem, whose fortifications at the time were not impressive. However, God, their true stronghold, had promised to be a wall of fire around Jerusalem (2:5). The text does not explain the nature of the double restoration promised in 9:12, which may relate to the double blessing given to the firstborn (d. Gen. 48:15), but clearly their final condition would surpass than their former state."
